"passengerid","survived","pclass","sex","age","sibsp","parch","fare","embarked","title","deck","ageclass","familysize"
1206,NA,"1","female",55,0,0,135.6333,"C","Mrs.","C","adult",1
326,"yes","1","female",36,0,0,135.6333,"C","Miss.","C","adult",1
374,"no","1","male",22,0,0,135.6333,"C","Mr.","C","adult",1
270,"yes","1","female",35,0,0,135.6333,"S","Miss.","C","adult",1
545,"no","1","male",50,1,0,106.425,"C","Mr.","C","adult",2
538,"yes","1","female",30,0,0,106.425,"C","Miss.","C","adult",1
1131,NA,"1","female",48,1,0,106.425,"C","Mrs.","C","adult",2
226,"no","3","male",22,0,0,9.35,"S","Mr.","U","adult",1
395,"yes","3","female",24,0,2,16.7,"S","Mrs.","G","adult",3
11,"yes","3","female",4,1,1,16.7,"S","Miss.","G","child",3
1009,NA,"3","female",1,1,1,16.7,"S","Miss.","G","child",3
46,"no","3","male",18.7,0,0,8.05,"S","Mr.","U","teen",1
818,"no","2","male",31,1,1,37.0042,"C","Mr.","U","adult",3
828,"yes","2","male",1,0,2,37.0042,"C","Master.","U","child",3
1253,NA,"2","female",24,1,1,37.0042,"C","Mrs.","U","adult",3
1194,NA,"2","male",43,0,1,21,"S","Mr.","U","adult",2
1078,NA,"2","female",21,0,1,21,"S","Miss.","U","adult",2
1062,NA,"3","male",40,0,0,7.55,"S","Mr.","U","adult",1
773,"no","2","female",57,0,0,10.5,"S","Mrs.","E","adult",1
842,"no","2","male",16,0,0,10.5,"S","Mr.","E","teen",1
649,"no","3","male",11,0,0,7.55,"S","Mr.","U","teen",1
1047,NA,"3","male",24,0,0,7.55,"S","Mr.","U","adult",1
386,"no","2","male",18,0,0,73.5,"S","Mr.","U","teen",1
73,"no","2","male",21,0,0,73.5,"S","Mr.","U","adult",1
121,"no","2","male",21,2,0,73.5,"S","Mr.","U","adult",3
1244,NA,"2","male",18,0,0,73.5,"S","Mr.","U","teen",1
656,"no","2","male",24,2,0,73.5,"S","Mr.","U","adult",3
666,"no","2","male",32,2,0,73.5,"S","Mr.","U","adult",3
1104,NA,"2","male",17,0,0,73.5,"S","Mr.","U","teen",1
151,"no","2","male",51,0,0,12.525,"S","Mr.","U","adult",1
68,"no","3","male",19,0,0,8.1583,"S","Mr.","U","teen",1
571,"yes","2","male",62,0,0,10.5,"S","Mr.","U","senior",1
1168,NA,"2","male",28,0,0,10.5,"S","Mr.","U","adult",1
390,"yes","2","female",17,0,0,12,"C","Miss.","U","teen",1
946,NA,"2","male",34.9,0,0,15.5792,"C","Mr.","U","adult",1
1039,NA,"3","male",22,0,0,8.05,"S","Mr.","U","adult",1
595,"no","2","male",37,1,0,26,"S","Mr.","U","adult",2
1011,NA,"2","female",29,1,0,26,"S","Mrs.","U","adult",2
922,NA,"2","male",50,1,0,26,"S","Mr.","U","adult",2
433,"yes","2","female",42,1,0,26,"S","Mrs.","U","adult",2
474,"yes","2","female",23,0,0,13.7917,"C","Mrs.","D","adult",1
44,"yes","2","female",3,1,2,41.5792,"C","Miss.","U","child",4
609,"yes","2","female",22,1,2,41.5792,"C","Mrs.","U","adult",4
686,"no","2","male",25,1,2,41.5792,"C","Mr.","U","adult",4
1188,NA,"2","female",1,1,2,41.5792,"C","Miss.","U","child",4
182,"no","2","male",30.9,0,0,15.05,"C","Mr.","U","adult",1
136,"no","2","male",23,0,0,15.0458,"C","Mr.","U","adult",1
548,"yes","2","male",35,0,0,13.8625,"C","Mr.","U","adult",1
1261,NA,"2","male",29,0,0,13.8583,"C","Mr.","U","adult",1
1112,NA,"2","female",30,1,0,13.8583,"C","Miss.","U","adult",2
867,"yes","2","female",27,1,0,13.8583,"C","Miss.","U","adult",2
1276,NA,"2","male",19.2,0,0,12.875,"S","Mr.","U","teen",1
293,"no","2","male",36,0,0,12.875,"C","Mr.","D","adult",1
1297,NA,"2","male",20,0,0,13.8625,"C","Mr.","D","adult",1
362,"no","2","male",29,1,0,27.7208,"C","Mr.","U","adult",2
907,NA,"2","female",24,1,0,27.7208,"C","Mrs.","U","adult",2
943,NA,"2","male",27,0,0,15.0333,"C","Mr.","U","adult",1
240,"no","2","male",33,0,0,12.275,"S","Mr.","U","adult",1
85,"yes","2","female",17,0,0,10.5,"S","Miss.","U","teen",1
1307,NA,"3","male",38.5,0,0,7.25,"S","Mr.","U","adult",1
934,NA,"3","male",41,0,0,7.85,"S","Mr.","U","adult",1
612,"no","3","male",23.7,0,0,7.05,"S","Mr.","U","adult",1
466,"no","3","male",38,0,0,7.05,"S","Mr.","U","adult",1
132,"no","3","male",20,0,0,7.05,"S","Mr.","U","adult",1
1103,NA,"3","male",43.1,0,0,7.05,"S","Mr.","U","adult",1
1217,NA,"3","male",23,0,0,7.05,"S","Mr.","U","adult",1
364,"no","3","male",35,0,0,7.05,"S","Mr.","U","adult",1
211,"no","3","male",24,0,0,7.05,"S","Mr.","U","adult",1
785,"no","3","male",25,0,0,7.05,"S","Mr.","U","adult",1
1178,NA,"3","male",31.9,0,0,7.25,"S","Mr.","U","adult",1
1301,NA,"3","female",3,1,1,13.775,"S","Miss.","U","child",3
1173,NA,"3","male",0.75,1,1,13.775,"S","Master.","U","child",3
1051,NA,"3","female",26,0,2,13.775,"S","Mrs.","U","adult",3
430,"yes","3","male",32,0,0,8.05,"S","Mr.","E","adult",1
565,"no","3","female",13.9,0,0,8.05,"S","Miss.","U","teen",1
762,"no","3","male",41,0,0,7.125,"S","Mr.","U","adult",1
1143,NA,"3","male",20,0,0,7.925,"S","Mr.","U","adult",1
841,"no","3","male",20,0,0,7.925,"S","Mr.","U","adult",1
512,"no","3","male",30.1,0,0,8.05,"S","Mr.","U","adult",1
492,"no","3","male",21,0,0,7.25,"S","Mr.","U","adult",1
885,"no","3","male",25,0,0,7.05,"S","Mr.","U","adult",1
564,"no","3","male",53.3,0,0,8.05,"S","Mr.","U","adult",1
1030,NA,"3","female",23,0,0,8.05,"S","Miss.","U","adult",1
88,"no","3","male",31.5,0,0,8.05,"S","Mr.","U","adult",1
221,"yes","3","male",16,0,0,8.05,"S","Mr.","U","teen",1
158,"no","3","male",30,0,0,8.05,"S","Mr.","U","adult",1
989,NA,"3","male",29,0,0,7.925,"S","Mr.","U","adult",1
415,"yes","3","male",44,0,0,7.925,"S","Mr.","U","adult",1
591,"no","3","male",35,0,0,7.125,"S","Mr.","U","adult",1
434,"no","3","male",17,0,0,7.125,"S","Mr.","U","teen",1
244,"no","3","male",22,0,0,7.125,"S","Mr.","U","adult",1
174,"no","3","male",21,0,0,7.925,"S","Mr.","U","adult",1
665,"yes","3","male",20,1,0,7.925,"S","Mr.","U","adult",2
580,"yes","3","male",32,0,0,7.925,"S","Mr.","U","adult",1
745,"yes","3","male",31,0,0,7.925,"S","Mr.","U","adult",1
401,"yes","3","male",39,0,0,7.925,"S","Mr.","U","adult",1
937,NA,"3","male",25,0,0,7.925,"S","Mr.","U","adult",1
637,"no","3","male",32,0,0,7.925,"S","Mr.","U","adult",1
383,"no","3","male",32,0,0,7.925,"S","Mr.","U","adult",1
116,"no","3","male",21,0,0,7.925,"S","Mr.","U","adult",1
910,NA,"3","female",27,1,0,7.925,"S","Miss.","U","adult",2
730,"no","3","female",25,1,0,7.925,"S","Miss.","U","adult",2
143,"yes","3","female",24,1,0,15.85,"S","Mrs.","U","adult",2
404,"no","3","male",28,1,0,15.85,"S","Mr.","U","adult",2
3,"yes","3","female",26,0,0,7.925,"S","Miss.","U","adult",1
217,"yes","3","female",27,0,0,7.925,"S","Miss.","U","adult",1
817,"no","3","female",23,0,0,7.925,"S","Miss.","U","adult",1
1022,NA,"3","male",32,0,0,8.05,"S","Mr.","U","adult",1
227,"yes","2","male",19,0,0,10.5,"S","Mr.","U","teen",1
527,"yes","2","female",50,0,0,10.5,"S","Miss.","U","adult",1
1171,NA,"2","male",22,0,0,10.5,"S","Mr.","U","adult",1
243,"no","2","male",29,0,0,10.5,"S","Mr.","U","adult",1
1114,NA,"2","female",22,0,0,10.5,"S","Mrs.","F","adult",1
784,"no","3","male",38.3,1,2,23.45,"S","Mr.","U","adult",4
889,"no","3","female",55.1,1,2,23.45,"S","Miss.","U","adult",4
925,NA,"3","female",41,1,2,23.45,"S","Mrs.","U","adult",4
1136,NA,"3","male",9.2,1,2,23.45,"S","Master.","U","child",4
87,"no","3","male",16,1,3,34.375,"S","Mr.","U","teen",5
148,"no","3","female",9,2,2,34.375,"S","Miss.","U","child",5
437,"no","3","female",21,2,2,34.375,"S","Miss.","U","adult",5
737,"no","3","female",48,1,3,34.375,"S","Mrs.","U","adult",5
1059,NA,"3","male",18,2,2,34.375,"S","Mr.","U","teen",5
236,"no","3","female",16.7,0,0,7.55,"S","Miss.","U","teen",1
906,NA,"1","female",47,1,0,61.175,"S","Mrs.","E","adult",2
93,"no","1","male",46,1,0,61.175,"S","Mr.","E","adult",2
220,"no","2","male",30,0,0,10.5,"S","Mr.","U","adult",1
746,"no","1","male",70,1,1,71,"S","Mr.","B","senior",3
541,"yes","1","female",36,0,2,71,"S","Miss.","B","adult",3
